range_pct,AC-SCRAT_trap_ms,AC-SCRAT_query_ms,AC-SCRAT_total_ms,EPBRQ_trap_ms,EPBRQ_query_ms,EPBRQ_total_ms,EPRQ+_trap_ms,EPRQ+_query_ms,EPRQ+_total_ms,Trinity-I_trap_ms,Trinity-I_query_ms,Trinity-I_total_ms,Trinity-II_trap_ms,Trinity-II_query_ms,Trinity-II_total_ms,MHRQ_trap_ms,MHRQ_query_ms,MHRQ_total_ms
10,4.0684690029593185,408.601142000407,412.6696110033663,7.498539998778142,28097.204908001004,28104.703447999782,1.5266020054696128,229805.57364599372,229807.1002479992,53.17612299404573,14948.550835993956,15001.726958988002,1827.961282004253,16512.06239699968,18340.023679003934,2.8293070063227788,43625.2541619906,43628.08346899692
20,1.739376995828934,491.5305150061613,493.26989200199023,8.628587995190173,28002.130278997356,28010.758866992546,0.7100410002749413,225015.16157301376,225015.87161401403,38.99636999994982,14784.095387003617,14823.091757003567,1559.328111994546,16473.63645200676,18032.964564001304,1.436627993825823,43661.55974299181,43662.99637098564
30,2.019202001974918,636.880846999702,638.900049001677,6.901120999827981,27967.694129009033,27974.59525000886,0.5846669955644757,225266.0556560004,225266.64032299595,24.664577998919412,14801.677458002814,14826.342036001734,1554.6438210003544,16560.914781992324,18115.558602992678,3.3236760064028203,43656.65665999404,43659.980336000444
50,3.2811099954415113,890.1634509966243,893.4445609920658,14.633399987360463,27977.280083010555,27991.913482997916,0.7950290018925443,228593.8659659878,228594.66099498968,31.57661500154063,14741.972489995533,14773.549104997073,2125.400276010623,16596.90577800211,18722.306054012734,1.1074549984186888,43628.562191006495,43629.66964600491
80,1.3425380020635203,1388.5176080075325,1389.860146009596,15.52697698934935,28013.328567991266,28028.855544980615,2.4546150089008734,225640.35131499986,225642.80593000876,37.25877699616831,14877.289219002705,14914.547995998873,1566.121267998824,16533.184644998983,18099.305912997806,1.3312219962244853,43721.8309519958,43723.16217399202
